datetime,food,exercise_type,exercise_duration,energy_now,mood_now,energy_2h,energy_6h,energy_12h,energy_24h,energy_48h,mood_2h,mood_6h,mood_12h,mood_24h,mood_48h
2025-01-01 08:00:00,Carb,Moderate,15 min,7.1203082385892955,6.518421000715324,6.850999825353236,5.845301631923118,4.618685253308864,2.9194150157806478,1.263628932201469,6.397236833910618,5.476551379746185,4.35362218984855,2.7979930750633475,1.2821723523872925
2025-01-01 11:00:00,Protein,High,30 min,7.5196166682824686,7.138795413089225,7.818381315806846,6.756283349655176,5.460878058599481,3.666312377751218,1.9176694516327615,7.168008846994174,6.159699457900442,4.929898291454529,3.2262160672045206,1.5661308991986616
2025-01-01 14:00:00,Protein,Low,15 min,6.117648347300808,4.641335613092941,6.028508192600419,5.164429323433355,4.11054128797826,2.6505570552884192,1.2279336718239504,4.2702349072463255,3.6146758099739813,2.8151123513570013,1.707451951633745,1.0
2025-01-01 17:00:00,Sugar,Moderate,15 min,7.268475546934378,3.11829573492961,6.587320329826791,5.560694447687852,4.308553268587253,2.573922722374513,1.0,2.9689705740844285,2.5285311602114025,1.9913419692859473,1.247156892373197,1.0
2025-01-01 20:00:00,Protein,Moderate,30 min,6.307385991142416,8.175928079360123,6.5030752520618185,5.612197149035323,4.525622986269832,3.020357633674056,1.5536118695939019,7.922216963826332,6.767419190541151,5.35895105173734,3.407755852892906,1.5064915423423768
2025-01-01 23:00:00,Carb,Moderate,> 90 min,8.71432867238006,7.5633193054102215,8.31756942226744,7.086725993991186,5.5855075186113945,3.5058223621794538,1.4793561390934902,7.358589683000807,6.290318997672554,4.987385047927758,3.182389679475494,1.4235839604066332
2025-01-02 02:00:00,Veggies,High,> 90 min,7.415993294264075,5.291554366369823,7.323043209316178,6.2755813848251485,4.998027305194455,3.228191468825032,1.5036455529600488,5.568465039485964,4.82106668419373,3.9094899607395543,2.6466540632284365,1.4161340089345944
2025-01-02 05:00:00,Carb,Low,30 min,7.660276235774679,7.049324479288178,7.047794365242231,5.965829130964594,4.646192398865424,2.8180581408356695,1.0367056540392594,6.485691614078851,5.490019424594057,4.275631426951075,2.593301550076704,1.0
2025-01-02 08:00:00,Veggies,High,> 90 min,6.1344948520308575,4.480798101320994,6.144007725183328,5.277549394509133,4.22075920960603,2.756754538034202,1.3302135983131385,4.822533266202058,4.189649070093655,3.417741428433338,2.3483935015160275,1.306410080168353
2025-01-02 11:00:00,Sugar,Low,> 90 min,6.887852617099808,6.604999472227018,5.937130329152645,4.964265011877756,3.777693791852936,2.1338993716499344,1.0,5.776892873052096,4.843978761156618,3.706134687291449,2.1298435147805472,1.0
2025-01-02 14:00:00,Protein,Low,> 90 min,5.2857590520618825,6.546262629000393,5.263133092925922,4.5165532888725615,3.6059749249291175,2.3445220862394183,1.115349698431284,6.022852368508481,5.098234461656579,3.9705089910197664,2.4082354377181616,1.0
2025-01-02 17:00:00,Sugar,High,15 min,8.832867556024368,7.542945242423485,8.22663046008078,6.979044169397784,5.4574049859097755,3.349430380451609,1.2953986324860447,7.239844640146554,6.174451661464138,4.875027554063386,3.0748944805695415,1.3208266308216425
2025-01-02 20:00:00,Protein,Low,15 min,7.649959639620595,3.6900151214689254,7.438302638572679,6.357794557801162,5.039935066994099,3.2142628772077133,1.4353094545767084,3.394977802405229,2.873786666145324,2.2381073059741405,1.3574807008001604,1.0
2025-01-02 23:00:00,Protein,High,60 min,10.0,4.482479485507005,10.0,8.68800783071405,6.965306597126334,4.578794411714424,2.2533528323661267,4.724080214331242,4.090958533414363,3.3187612394929094,2.2490120481907714,1.2066376307733964
2025-01-03 02:00:00,Sugar,Low,60 min,5.170288762506976,5.872888597819518,4.356895297965298,3.6266249369457175,2.735938654028171,1.5020429406460547,1.0,5.103318352164086,4.273810238872966,3.2620869956542746,1.8605149754279802,1.0
2025-01-03 05:00:00,Carb,High,30 min,6.95455881929762,9.365126612585286,6.898502997905877,5.916215854385132,4.718153148678899,3.058439212037135,1.4411971875953262,9.216332432205526,7.8935679394442735,6.280236422623693,4.045237544737678,1.8674320626609688
2025-01-03 08:00:00,Veggies,High,30 min,9.363613408186499,7.651734493873812,9.114940216950231,7.792389454673551,6.1793186177614166,3.9446808679490744,1.767227272715064,7.739935583315133,6.659176815683405,5.341011570515197,3.5149158095985475,1.7355496549797715
2025-01-03 11:00:00,Veggies,Low,15 min,2.438788285896174,7.9290780687551,2.243793540902196,1.8993302268013095,1.4791998679440488,1.0,1.0,7.395103990317991,6.275172208980774,4.909228951955003,3.0169448089383657,1.1730840262401854
2025-01-03 14:00:00,Carb,Low,> 90 min,7.667422334087984,7.1928664941597615,7.054369093081779,5.971394517926901,4.6505267265897645,2.820687043489724,1.0376727732785271,6.617756643126091,5.601810058179693,4.362694059927617,2.646107706292285,1.0
2025-01-03 17:00:00,Sugar,Moderate,> 90 min,5.707609184665465,7.429354462676237,5.151253951238487,4.345090502483007,3.36183996415703,1.9997120772797232,1.0,6.935336077686709,5.885987073247289,4.606131263486015,2.833106767993896,1.105453790471481
2025-01-03 20:00:00,Sugar,Moderate,> 90 min,5.18976277102188,9.897656783007418,4.674812250729881,3.9417913100266646,3.047750237259965,1.8092070280158854,1.0,9.20628384112401,7.808302853178179,6.10323229820671,3.7411444462395056,1.4395021841070896
2025-01-03 23:00:00,Protein,Low,30 min,5.5784772228231,4.334829879744673,5.5324468109952925,4.744522429480626,3.7835174701507936,2.4522070833197818,1.1549647949797568,3.9882360192273874,3.375968904826475,2.6292072267035715,1.594694793733741,1.0
2025-01-04 02:00:00,Veggies,High,30 min,6.660370597632815,8.247655080343746,6.627836767713439,5.687101836982197,4.5397189725128575,2.950213413451866,1.4013831412914444,8.288208990459426,7.12328023507456,5.702455676963145,3.734142741931665,1.8161987363362082
2025-01-04 05:00:00,Carb,High,15 min,10.0,7.896020956595139,9.700444146293233,8.288007830714049,6.565306597126334,4.178794411714424,1.8533528323661268,7.864689978911444,6.749427304144517,5.389178799908429,3.5047837769902177,1.6686102326030325
2025-01-04 08:00:00,Protein,High,15 min,5.903753644231019,5.242452587092551,6.331715565722262,5.497847961187778,4.480807592616304,3.0718695914535736,1.6989861716011894,5.423289221713547,4.68282618004239,3.7797082261614467,2.52859052810739,1.3094888057286833
2025-01-04 11:00:00,Sugar,Moderate,60 min,4.11232137237173,8.738724503790728,3.683518309811403,3.1026791050443774,2.394248994934987,1.412838488385491,1.0,8.140014670697063,6.905725486597492,5.400304338331145,3.314797087005723,1.2826577558472456
2025-01-04 14:00:00,Carb,Moderate,> 90 min,6.24146709864861,6.516723337839595,6.042426943204341,5.1608594639419465,4.0856411569180375,2.5961074283407948,1.1446907176076089,6.395674908663881,5.4752292385691765,4.352592505264564,2.797368539793327,1.2819425987011654
2025-01-04 17:00:00,Carb,High,60 min,4.846953322916088,8.636054712627628,4.959412332717985,4.274811043397597,3.4398257965446355,2.283094479818436,1.1559638007914899,8.545553902786295,7.325766172841893,5.838031962164432,3.7770269816074533,1.7687629105803437
2025-01-04 20:00:00,Sugar,Low,> 90 min,4.218934305376335,6.27569277025279,3.481606943349541,2.885709340753903,2.1589130075241694,1.1520591946008736,1.0,5.473916081200705,4.587514443788427,3.506400076095229,2.0086983492842574,1.0
2025-01-04 23:00:00,Sugar,Low,> 90 min,6.237682268976736,4.7996887567426,5.3389447318044105,4.4579118356297,3.383345541680256,1.8947150673161768,1.0,4.11592683260019,3.438001362250154,2.6111583880423987,1.4657068176273227,1.0
2025-01-05 02:00:00,Sugar,Low,30 min,5.9605278839364475,5.629595652491745,5.083950387858067,4.242063783528649,3.2152429096795205,1.7927556670293403,1.0,4.879478036696551,4.084333502535948,3.114522365021191,1.771012502659845,1.0
2025-01-05 05:00:00,Carb,Moderate,> 90 min,4.544600609444759,6.513989064901169,4.4812344074406685,3.839338513382362,3.0564396057769656,1.9718651325499343,1.0,6.3931592561188095,5.473099784663599,4.350934084895386,2.7963626569927285,1.2815725550985975
2025-01-05 08:00:00,Protein,Moderate,15 min,7.278022163307306,6.643301415673189,7.396103640899312,6.368129359994771,5.114343584113948,3.377434726270864,1.6849731908735388,6.5121323621891944,5.573808344705653,4.429365990318131,2.843934012331305,1.299073078716321
2025-01-05 11:00:00,Protein,High,> 90 min,7.498751102548311,3.2685898405092413,7.7991840685950535,6.740033230722186,5.448222453249464,3.65863636508921,1.914845604384237,3.607247826474678,3.1455803273278358,2.5824999522940812,1.8024470039451939,1.042355531849633
2025-01-05 14:00:00,Veggies,Low,15 min,8.251839884556016,6.943742301771933,7.592059196201243,6.4265393638720765,5.004993889022781,3.035682245366687,1.1167650879995656,6.488551321370628,5.507791942066021,4.31159259916825,2.654460037614364,1.0397333311323533
2025-01-05 17:00:00,Veggies,Moderate,30 min,6.131428348104783,6.941739853228741,5.941186405373704,5.075161198850215,4.018899280956736,2.5556264342835275,1.129798592135757,6.886708979772882,5.906232433572523,4.710378052732308,3.05372337796332,1.4394623291915938
2025-01-05 20:00:00,Carb,High,30 min,4.889796748426329,5.464655253512362,4.9988301870622704,4.308177536734435,3.4658116476837115,2.298855695253014,1.161762027917745,5.627725543868837,4.855877790650694,3.914480956014961,2.6103343208567145,1.3395606665245388
2025-01-05 23:00:00,Protein,High,60 min,6.163879479021039,6.075431666711909,6.571042887121611,5.700434165019349,4.638581886799795,3.167564538190381,1.734190375129657,6.189666971420412,5.331550939532045,4.284935576849798,2.835026406425262,1.422220265399142
2025-01-06 02:00:00,Carb,High,15 min,6.66346324422343,6.285497110252069,6.6306821399355576,5.689510392568732,4.5415947574897215,2.951351134551362,1.4018016854937358,6.382936509456168,5.495150071457363,4.412346708903038,2.9123051644042475,1.4506495316988741
2025-01-06 05:00:00,Veggies,Low,60 min,4.018864923476655,6.676236473375026,3.6975342259943993,3.1298951494618206,2.4375647933322577,1.4784577821921034,1.0,6.242434078073263,5.2994581934343445,4.1493421125937,2.5560501429536058,1.0035303540788132
2025-01-06 08:00:00,Sugar,High,60 min,4.48548842210988,3.392667760558335,4.226848569646691,3.5933018955968947,2.8205862517956843,1.7501189741067575,1.0,3.4214050237946703,2.9422123086239407,2.357757014997229,1.548092719834569,1.0
